announceDate,type,State,allEmployees,someEmployees,allStudents,resStudentsOnly,boosterRequired,statePol2020,school,url
2021-06-25,Public,CT,0,0,1,0,0,D,Housatonic Community College,https://www.ct.edu/covid19#faqs
2021-05-17,Private,DC,1,0,1,0,0,D,Howard University,https://newsroom.howard.edu/newsroom/static/14406/office-president-update-student-covid-19-vaccination-requirements
,Public,NJ,1,0,1,0,0,D,Hudson County Community College,https://www.hccc.edu/community/resources/documents/rtc-vaccine-requirement-090921.pdf
2021-05-10,Public,NY,1,0,1,0,1,D,Hudson Valley Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-04-22,Public,CA,1,0,1,0,0,D,Humboldt State University,https://www2.calstate.edu/csu-system/news/Pages/CSU-COVID-Vax-Requirement-FDA-Approval.aspx
2021-05-17,Private,ME,0,0,1,0,0,D,Husson University,https://www.globenewswire.com/news-release/2021/05/17/2230695/0/en/Husson-University-Takes-Important-Next-Step-in-Protecting-Students-Health.html
2021-08-26,Public,IL,1,0,1,0,0,D,Illinois Central College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Private,IL,1,0,1,0,0,D,Illinois College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Private,IL,1,0,1,0,0,D,Illinois College of Optometry,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-07-21,Private,IL,1,0,1,0,0,D,Illinois Institute of Technology,https://www.iit.edu/reopening
2021-07-28,Public,IL,1,0,1,0,0,D,Illinois State University,https://news.illinoisstate.edu/2021/07/coronavirus-update-july-28-2021-new-face-covering-vaccine-and-testing-requirements/
2021-08-26,Public,IL,1,0,1,0,0,D,Illinois Valley Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Private,IL,1,0,1,0,0,D,Illinois Wesleyan University,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
,Private,PA,1,0,1,0,0,D,Immaculata University,https://www.immaculata.edu/coronavirus-covid-19-updates/
2021-05-21,Public,IN,1,0,1,0,0,R,Indiana University at Bloomington,https://www.iu.edu/covid/prevention/covid-19-vaccine.html
2021-05-21,Public,IN,1,0,1,0,0,R,Indiana University at Fort Wayne,https://www.iu.edu/covid/prevention/covid-19-vaccine.html
2021-05-21,Public,IN,1,0,1,0,0,R,Indiana University at Kokomo,https://www.iu.edu/covid/prevention/covid-19-vaccine.html
2021-05-21,Public,IN,1,0,1,0,0,R,Indiana University at South Bend,https://www.iu.edu/covid/prevention/covid-19-vaccine.html
2021-05-21,Public,IN,1,0,1,0,0,R,Indiana University-East,https://www.iu.edu/covid/prevention/covid-19-vaccine.html
2021-05-21,Public,IN,1,0,1,0,0,R,Indiana University-Northwest,https://www.iu.edu/covid/prevention/covid-19-vaccine.html
2021-05-21,Public,IN,1,0,1,0,0,R,Indiana University-Purdue University at Columbus,https://www.iu.edu/covid/prevention/covid-19-vaccine.html
2021-05-21,Public,IN,1,0,1,0,0,R,Indiana University-Purdue University at Indianapolis,https://www.iu.edu/covid/prevention/covid-19-vaccine.html
2021-05-21,Public,IN,1,0,1,0,0,R,Indiana University-Southeast,https://www.iu.edu/covid/prevention/covid-19-vaccine.html
2021-08-26,Private,IL,1,0,1,0,0,D,Institute for Clinical Social Work,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
,Private,PR,0,0,1,0,0,null,Inter American University of Puerto Rico Metropolitan Campus,https://intercentrales3.azurewebsites.net/wp-content/uploads/2021/08/Vaccination-Requirements-for-back-to-school-07292021_02.pdf
,Private,PR,0,0,1,0,0,null,Inter American University of Puerto Rico at Aguadilla,https://intercentrales3.azurewebsites.net/wp-content/uploads/2021/08/Vaccination-Requirements-for-back-to-school-07292021_02.pdf
,Private,PR,0,0,1,0,0,null,Inter American University of Puerto Rico at Arecibo,https://intercentrales3.azurewebsites.net/wp-content/uploads/2021/08/Vaccination-Requirements-for-back-to-school-07292021_02.pdf
,Private,PR,0,0,1,0,0,null,Inter American University of Puerto Rico at Barranquitas,https://intercentrales3.azurewebsites.net/wp-content/uploads/2021/08/Vaccination-Requirements-for-back-to-school-07292021_02.pdf
,Private,PR,0,0,1,0,0,null,Inter American University of Puerto Rico at Bayamón,https://intercentrales3.azurewebsites.net/wp-content/uploads/2021/08/Vaccination-Requirements-for-back-to-school-07292021_02.pdf
,Private,PR,0,0,1,0,0,null,Inter American University of Puerto Rico at Fajardo,https://intercentrales3.azurewebsites.net/wp-content/uploads/2021/08/Vaccination-Requirements-for-back-to-school-07292021_02.pdf
,Private,PR,0,0,1,0,0,null,Inter American University of Puerto Rico at Guayama,https://intercentrales3.azurewebsites.net/wp-content/uploads/2021/08/Vaccination-Requirements-for-back-to-school-07292021_02.pdf
,Private,PR,0,0,1,0,0,null,Inter American University of Puerto Rico at Ponce,https://intercentrales3.azurewebsites.net/wp-content/uploads/2021/08/Vaccination-Requirements-for-back-to-school-07292021_02.pdf
,Private,PR,0,0,1,0,0,null,Inter American University of Puerto Rico at San Germán,https://intercentrales3.azurewebsites.net/wp-content/uploads/2021/08/Vaccination-Requirements-for-back-to-school-07292021_02.pdf
2021-04-07,Private,NY,0,0,1,0,0,D,Ithaca College,https://www.ithaca.edu/news/anticipating-vibrant-fall-2021-ithaca-college
,Private,FL,1,0,0,0,0,R,Jacksonville University,https://www.ju.edu/readytoreturn/subject-vaccination.php
2021-05-27,Public,VA,0,0,1,0,0,D,James Madison University,http://jmu.imodules.com/controls/email_marketing/view_in_browser.aspx?sid=1591&gid=2&sendId=2516231&ecatid=64&puid=c423e57d-e36a-44e4-9b36-3c269c94adf4
2021-05-10,Public,NY,1,0,1,0,1,D,Jamestown Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-05-10,Public,NY,1,0,1,0,1,D,Jefferson Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-04-30,Private,NY,1,0,1,0,0,D,Jewish Theological Seminary of America,Jewish Theological Seminary of America
2021-08-26,Public,IL,1,0,1,0,0,D,John A. Logan College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-27,Private,OH,1,0,1,0,0,R,John Carroll University,https://jcu.edu/news-center/jcu-update-proof-vaccination-requirement
2021-08-26,Public,IL,1,0,1,0,0,D,John Wood Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-04-09,Private,MD,1,0,1,0,0,D,Johns Hopkins University,https://hub.jhu.edu/2021/04/09/fall-return-to-campus-planning/?mc_cid=a95b995103&amp;mc_eid=658804808d
2021-05-11,Private,NC,1,0,1,0,0,R,Johnson & Wales University-Charlotte,https://www.jwu.edu/news/university-press-releases/providence/051121-vaccine.html
2021-05-11,Private,RI,1,0,1,0,0,D,Johnson & Wales University-Providence,https://www.thenewportbuzz.com/johnson-wales-university-to-require-covid-19-vaccinations-for-students-this-fall/29874
2021-05-18,Private,NC,0,0,1,0,0,R,Johnson C. Smith University,https://www.jcsu.edu/happenings/latest-news/johnson-c.-smith-university-requires-vaccinations-for-faculty-staff-and-students#idZBNBATsZi5Tp1s21HOf7kQ
2021-08-26,Public,IL,1,0,1,0,0,D,Joliet Junior College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Private,IL,1,0,1,0,0,D,Judson University,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
,Private,PA,1,0,1,0,1,D,Juniata College,https://www.juniata.edu/coronavirus/Vaccine%20FAQ.php
2021-04-29,Private,MI,1,0,1,0,0,D,Kalamazoo College,https://covid.kzoo.edu/2021/04/29/important-message-on-covid-19-vaccines/
2021-08-26,Public,IL,1,0,1,0,0,D,Kankakee Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-05-17,Public,HI,0,0,1,0,0,D,Kapiolani Community College,https://www.hawaii.edu/news/2021/05/17/uh-to-require-covid-19-vaccination/
2021-08-26,Public,IL,1,0,1,0,0,D,Kaskaskia College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-05-17,Public,HI,0,0,1,0,0,D,Kauai Community College,https://www.hawaii.edu/news/2021/05/17/uh-to-require-covid-19-vaccination/
2021-04-30,Public,NJ,0,0,1,0,0,D,Kean University,https://www.kean.edu/presidential-announcements#vax
2021-08-12,Public,ME,0,0,1,0,1,D,Kennebec Valley Community College,https://www.mccs.me.edu/covid-19/vaccine-protocol/
2021-08-27,Public,OH,1,0,1,0,0,R,Kent State University at Ashtabula,https://www.kent.edu/coronavirus/news/kent-state-announces-covid-19-vaccine-requirement
2021-08-27,Public,OH,1,0,1,0,0,R,Kent State University at East Liverpool,https://www.kent.edu/coronavirus/news/kent-state-announces-covid-19-vaccine-requirement
2021-08-27,Public,OH,1,0,1,0,0,R,Kent State University at Geauga,https://www.kent.edu/coronavirus/news/kent-state-announces-covid-19-vaccine-requirement
2021-08-27,Public,OH,1,0,1,0,0,R,Kent State University at Kent,https://www.kent.edu/coronavirus/news/kent-state-announces-covid-19-vaccine-requirement
2021-08-27,Public,OH,1,0,1,0,0,R,Kent State University at Salem,https://www.kent.edu/coronavirus/news/kent-state-announces-covid-19-vaccine-requirement
2021-08-27,Public,OH,1,0,1,0,0,R,Kent State University at Stark,https://www.kent.edu/coronavirus/news/kent-state-announces-covid-19-vaccine-requirement
2021-08-27,Public,OH,1,0,1,0,0,R,Kent State University at Trumbull,https://www.kent.edu/coronavirus/news/kent-state-announces-covid-19-vaccine-requirement
2021-08-27,Public,OH,1,0,1,0,0,R,Kent State University at Tuscarawas,https://www.kent.edu/coronavirus/news/kent-state-announces-covid-19-vaccine-requirement
2021-04-20,Private,OH,0,0,1,0,1,R,Kenyon College,https://www.kenyon.edu/news/archive/covid-19-update-vaccination-required-for-students/
,Private,NY,1,0,1,0,0,D,Keuka College,https://www.keuka.edu/vaccine
,Private,PA,1,0,1,0,0,D,Keystone College,https://www.keystone.edu/covid/covid-19-management-faqs/
2021-08-26,Public,IL,1,0,1,0,0,D,Kishwaukee College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-05-20,Private,IL,1,0,1,0,0,D,Knox College,https://www.knox.edu/knoxtogether/latest-updates
2021-06-17,Private,PA,1,0,1,0,0,D,La Salle University,https://www.lasalle.edu/blog/2021/06/17/vaccine-requirement-and-additional-health-and-safety-updates-for-fall-2021/
2021-07-27,Private,CA,1,0,1,0,0,D,La Sierra University,https://lasierra.edu/covid-19/campus-operations/
2021-05-26,Private,PA,1,0,1,0,0,D,Lafayette College,https://covid19.lafayette.edu/2021/05/26/a-safe-return-to-normal
,Private,CA,1,0,1,0,0,D,Laguna College of Art and Design,https://www.lcad.edu/sites/default/files/lcad-coronavirus-information-vaccine-mandate_jul21021_ml_0.pdf
2021-05-20,Private,IL,1,0,1,0,0,D,Lake Forest College,https://www.lakeforest.edu/about-us/administration/covid-19-information/previous-correspondence
2021-08-26,Private,IL,1,0,1,0,0,D,Lake Forest Graduate School of Management,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,Lake Land College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-20,Public,WA,1,0,1,0,0,D,Lake Washington Institute of Technology,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-08-26,Private,IL,1,0,1,0,0,D,Lakeview College of Nursing,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-05-14,Private,VT,1,0,1,0,0,D,Landmark College,https://www.landmark.edu/news/covid-19-vaccination-policy-for-fall-2021-semester
2021-07-22,Public,OR,1,0,1,0,0,D,Lane Community College,https://www.lanecc.edu/newsroom/2021-07-22/lcc-announces-covid-19-vaccine-requirement-fall-term
2021-08-05,Public,CA,1,0,1,0,0,D,Laney College,https://safe.peralta.edu/updates/campusstatus8-3-21
,Public,CA,1,0,0,0,0,D,Las Positas College,http://districtazure.clpccd.org/policies/files/docs/BP7330.pdf
2021-04-14,Private,MA,1,0,1,0,1,D,Lasell University,https://www.lasell.edu/covid-19-information.html
2021-04-13,Private,MI,0,0,0,1,0,D,Lawrence Technological University,https://www.ltu.edu/news/?_from=/news/index.asp&_opt=detail&_cid=31a6acae-df51-4189-ab88-edf7d6668a7d
2021-04-28,Private,WI,0,0,1,0,0,D,Lawrence University,https://blogs.lawrence.edu/plan-for-2020-21/2021/04/28/fall-2021-plan-update-april-28-2021/
2021-04-23,Private,NY,0,0,1,0,0,D,Le Moyne College,https://www.lemoyne.edu/News/News-Article/ArticleId/320
,Private,NC,0,0,1,0,0,R,Lees-McRae College,https://www.lmc.edu/about/covid-19/index.htm
2021-05-17,Public,HI,0,0,1,0,0,D,Leeward Community College,https://www.hawaii.edu/news/2021/05/17/uh-to-require-covid-19-vaccination/
2021-04-21,Private,PA,1,0,1,0,1,D,Lehigh University,https://www2.lehigh.edu/news/42121-fall-2021-plans-and-covid-vaccines
2021-06-25,Private,NC,1,0,1,0,0,R,Lenoir-Rhyne University,https://www.lr.edu/coronavirus#vaccine-requirement
2021-05-06,Private,MA,0,0,1,0,0,D,Lesley University,https://mailchi.mp/7a0873aafc88/important-announcement-of-covid-19-vaccination-requirement-survey-05-06-21?e=98575a5080
2021-04-21,Private,OR,1,0,1,0,1,D,Lewis & Clark College,https://www.lclark.edu/offices/health_service/vaccine-education/student-covid-19-vaccination-policy/faq/
2021-06-01,Private,IL,1,0,1,0,0,D,Lewis University,https://www.lewisu.edu/news/newsarticle.htm?PArticleID=11903#.YLpr6LRKj9F
2021-08-26,Public,IL,1,0,1,0,0,D,Lewis and Clark Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Private,IL,1,0,1,0,0,D,Lincoln Christian University,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Private,IL,1,0,1,0,0,D,Lincoln College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,For-profit,IL,1,0,1,0,0,D,Lincoln College of Technology at Melrose Park,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,Lincoln Land Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,Lincoln Trail College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-05-17,Private,OR,1,0,1,0,0,D,Linfield University,https://www.linfield.edu/linfield-news/covid-19-vaccine-required/
2021-06-09,Public,VA,0,0,1,0,0,D,Longwood University,http://www.longwood.edu/news/2021/message-to-students-about-vaccine-plans/
2021-08-24,For-profit,CA,1,0,1,0,0,D,Los Angeles College of Music,https://www.lacm.edu/wp-content/uploads/2021/08/LACM-Vaccine-Policy.pdf
2021-08-25,Public,LA,0,0,1,0,0,R,Louisiana Delta Community College,https://www.katc.com/news/covering-louisiana/regents-updates-on-louisiana-higher-ed-vaccine-mandates
2021-08-24,Public,LA,1,0,1,0,0,R,Louisiana State University,https://www.lsu.edu/president/messages/2021/08-24-welcome-employees.php
2021-08-24,Public,LA,1,0,1,0,0,R,Louisiana State University Health Sciences Center-New Orleans,https://911.lsuhsc.edu/coronavirus/chancellorpolicymessage.aspx
2021-08-25,Public,LA,0,0,1,0,0,R,Louisiana State University Health Sciences Center-Shreveport,https://www.katc.com/news/covering-louisiana/regents-updates-on-louisiana-higher-ed-vaccine-mandates
2021-08-25,Public,LA,1,0,1,0,0,R,Louisiana State University at Alexandria,https://www.katc.com/news/covering-louisiana/regents-updates-on-louisiana-higher-ed-vaccine-mandates
2021-08-25,Public,LA,0,0,1,0,0,R,Louisiana State University at Eunice,https://www.katc.com/news/covering-louisiana/regents-updates-on-louisiana-higher-ed-vaccine-mandates
2021-08-25,Public,LA,0,0,1,0,0,R,Louisiana State University at Shreveport,https://www.katc.com/news/covering-louisiana/regents-updates-on-louisiana-higher-ed-vaccine-mandates
2021-08-23,Public,LA,0,0,1,0,0,R,Louisiana Tech University,https://www.klfy.com/health/coronavirus/university-of-louisiana-system-will-require-student-covid-19-vaccinations/
2021-08-20,Public,WA,1,0,0,0,0,D,Lower Columbia College,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-04-26,Private,CA,1,0,1,0,0,D,Loyola Marymount University,https://newsroom.lmu.edu/2021/04/26/lmu-requires-covid-19-vaccinations-for-students-in-fall-2021/
2021-04-22,Private,IL,1,0,1,0,1,D,Loyola University Chicago,https://loyolachicago.us.newsweaver.com/mptytjt7x1/1g3kax3m8if1mwvh8pz3j8?email=true&lang=en&a=6&p=6173569&t=645687
2021-05-10,Private,MD,1,0,1,0,0,D,Loyola University Maryland,https://www.loyola.edu/about/coronavirus-update/communication-archive/051021-students
2021-06-01,Private,LA,0,0,1,0,0,R,Loyola University New Orleans,https://faq.loyno.edu/return-campus/message-archive
2021-08-26,Private,IL,1,0,1,0,0,D,Lutheran School of Theology at Chicago,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
,Private,MA,0,0,1,0,0,D,MCPHS University,https://www.mcphs.edu/covid/vaccination-eligibility
2021-08-26,Private,IL,1,0,1,0,0,D,MacCormac College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-04-23,Private,MN,1,0,1,0,1,D,Macalester College,https://www.macalester.edu/covid-19/recent-updates/president-rivera-covid-19-vaccine-requirement/
2021-08-12,Public,ME,0,0,1,0,0,D,Maine Maritime Academy,https://mainemaritime.edu/about-mma/press-releases/maine-maritime-academy-announces-student-vaccine-requirement-for-fall-2021/
2021-06-25,Public,CT,0,0,1,0,0,D,Manchester Community College,https://www.ct.edu/covid19#faqs
2021-06-10,Private,NY,1,0,1,0,0,D,Manhattan College,https://manhattan.edu/return-to-campus/campus-communications/index.php
2021-06-24,Private,NY,1,0,1,0,0,D,Manhattan School of Music,https://www.msmnyc.edu/about/msm-covid-19-vaccination-policy/
2021-04-06,Private,NY,0,0,1,0,0,D,Manhattanville College,https://bronx.news12.com/2manhattanville-college-to-require-covid-19-vaccine-for-all-returning-fall-students
,Private,NY,1,0,1,0,0,D,Maria College of Albany,https://mariacollege.edu/covid-guidelines
2021-05-21,Private,NY,1,0,1,0,0,D,Marist College,https://www.marist.edu/-/marist-policy-covid-19-vaccine
2021-06-07,Private,WI,0,0,1,0,1,D,Marquette University,https://www.marquette.edu/email/president/6-07-21-vaccine.php/
2021-04-28,Private,VA,1,0,1,0,0,D,Mary Baldwin University,https://marybaldwin.edu/news/2021/04/28/mbu-will-require-covid-vaccine/
2021-05-13,Private,MD,0,0,1,0,0,D,Maryland Institute College of Art,https://www.mica.edu/art-articles/details/may-13-student-memo/
2021-05-25,Private,CA,1,0,1,0,0,D,Marymount California University,https://www.marymountcalifornia.edu/wp-content/uploads/2021/06/MCU-Return-to-CampusVaccination-Policy_International.pdf
,Private,NY,0,0,1,0,0,D,Marymount Manhattan College,https://www.mmm.edu/restart/vaccination-information/
2021-05-07,Private,VA,1,0,1,0,1,D,Marymount University,https://my.marymount.edu/Offices-Resources/Fall-2021-Campus-Update
2021-04-26,Private,TN,1,0,1,0,0,R,Maryville College,https://www.maryvillecollege.edu/news/2021/mc-requiring-with-exceptions-covid-19-vaccine-for-campus-community/
2021-09-20,Public,MA,1,0,1,0,0,D,MassBay Community College,https://masscc.org/massachusetts-community-colleges-announce-vaccine-requirement/
2021-04-26,Public,MA,0,0,1,0,0,D,Massachusetts College of Art and Design,https://www.salemstate.edu/news/fall-2021-semester-covid-19-vaccine-requirement-apr-26-2021
2021-04-26,Public,MA,0,0,1,0,1,D,Massachusetts College of Liberal Arts,https://www.mcla.edu/_pdfs/student-services/health-services/coronavirus/04-21_april/vaccinations-4-26.pdf
2021-04-30,Private,MA,1,0,1,0,1,D,Massachusetts Institute of Technology,http://inj9.mjt.lu/nl2/inj9/miuv5.html?m=AVUAAC0Wl0UAAcrpphwAAAJYdLEAAAAASwUAJSExAAiQzwBgjH8pI8uQr74_QCSKDl0IDI2-zwAIIWc&b=7a229fb6&e=06355d55&x=FedvQbyvA5Jkzbkam6ng7g
2021-04-26,Public,MA,0,0,1,0,0,D,Massachusetts Maritime Academy,https://www.salemstate.edu/news/fall-2021-semester-covid-19-vaccine-requirement-apr-26-2021
2021-09-20,Public,MA,1,0,1,0,0,D,Massasoit Community College,https://masscc.org/massachusetts-community-colleges-announce-vaccine-requirement/
2021-08-26,Private,IL,1,0,1,0,0,D,McCormick Theological Seminary,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-06-15,Private,MD,0,0,1,0,1,D,McDaniel College,https://www.mcdaniel.edu/news/mcdaniel-college-announces-vaccine-policy-fall-2021
2021-08-26,Public,IL,1,0,1,0,0,D,McHenry County College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Private,IL,1,0,1,0,0,D,McKendree University,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-23,Public,LA,0,0,1,0,0,R,McNeese State University,https://www.klfy.com/health/coronavirus/university-of-louisiana-system-will-require-student-covid-19-vaccinations/
2021-08-26,Private,IL,1,0,1,0,0,D,Meadville Lombard Theological School,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-06,Private,TN,1,0,1,0,0,R,Meharry Medical College,https://twitter.com/JamesEKHildreth/status/1424496819325837318
2021-04-21,Private,CA,1,0,1,0,0,D,Menlo College,https://docs.google.com/document/d/e/2PACX-1vTVQZ5_kOzW3cEx7pBgw02vyUFs_T5AUFp1yz47r0dYepw6rzoUI9AkgA2-djl10tBSuwIPqXBCMI6L/pub
2021-09-27,Private,GA,1,0,0,0,0,D,Mercer University,https://www.mercer.edu/coronavirus/university-communications/message-to-faculty-staff-and-employees-from-president-underwood-2/
2021-07-12,Private,NY,0,0,1,0,0,D,Mercy College,https://www.mercy.edu/news-events/news/message-students-re-vaccine-requirements-july-12
,Private,PA,1,0,1,0,0,D,Mercyhurst University,https://www.mercyhurst.edu/vaccines
,Private,NC,1,0,1,0,0,R,Meredith College,https://www.meredith.edu/staying-strong/vaccine-information/
2021-05-14,Private,MA,1,0,1,0,0,D,Merrimack College,https://www.merrimack.edu/covid-19/
2021-08-05,Public,CA,1,0,1,0,0,D,Merritt College,https://safe.peralta.edu/updates/campusstatus8-3-21
2021-08-26,Private,IL,1,0,1,0,0,D,Methodist College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
,Private,OH,1,0,1,0,0,R,Methodist Theological School in Ohio,https://www.mtso.edu/resources/covid-19-information/
,Private,NC,1,0,1,0,0,R,Methodist University,https://www.methodist.edu/forward/vaccination-requirement/
2021-08-02,Private,NY,1,0,1,0,0,D,Metropolitan College of New York,https://www.mcny.edu/coronavirus/
2021-04-28,Public,CO,1,0,1,0,1,D,Metropolitan State University of Denver,https://www.msudenver.edu/president/msu-denver-to-require-covid-19-vaccinations-for-fall-042821/
2021-08-31,Public,OH,1,0,1,0,0,R,Miami University,https://miamioh.edu/covid19/campus-announcements/2021/08/vaccine-requirement-announcement.html
2021-08-12,Private,MI,1,0,1,0,0,D,Michigan School of Psychology,https://msp.edu/covid-19-faqs/
2021-07-30,Public,MI,1,0,1,0,1,D,Michigan State University,https://president.msu.edu/communications/messages-statements/2021_community_letters/2021-07-30-mask-vaccine-requirement.html
2021-10-22,Public,MI,1,0,0,0,0,D,Michigan Technological University,https://blogs.mtu.edu/flex/2021/10/22/michigan-tech-affected-by-new-federal-mandates/
2021-05-13,Private,VT,1,0,1,0,1,D,Middlebury College,https://www.middlebury.edu/office/spring2021/announcements/fall-semester-planning-and-vaccination-requirements
2021-06-25,Public,CT,0,0,1,0,0,D,Middlesex Community College,https://www.ct.edu/covid19#faqs
2021-09-20,Public,MA,1,0,1,0,0,D,Middlesex Community College,https://masscc.org/massachusetts-community-colleges-announce-vaccine-requirement/
2021-08-26,For-profit,IL,1,0,1,0,0,D,Midwest College of Oriental Medicine-Evanston,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,For-profit,IL,1,0,1,0,0,D,Midwestern Career College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Private,IL,1,0,1,0,0,D,Midwestern University at Downers Grove,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Private,IL,1,0,1,0,0,D,Millikin University,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-06-10,Private,CA,1,0,1,0,0,D,Mills College,https://www.mills.edu/covid-19/index.php
2021-05-11,Private,MN,1,0,1,0,0,D,Minneapolis College of Art and Design,https://www.mcad.edu/news/office-president-return-campus-update
,Public,CA,1,0,1,0,0,D,MiraCosta College,https://www.miracosta.edu/covid/covid-vaccination-requirements.html
,Private,CT,0,0,1,0,0,D,Mitchell College,https://mitchell.edu/fall-2021/
2021-05-17,Private,MN,1,0,1,0,0,D,Mitchell Hamline School of Law,https://mitchellhamline.edu/news/2021/05/17/starting-aug-1-mitchell-hamline-faculty-staff-and-students-must-be-vaccinated-to-be-on-campus/
2021-05-10,Public,NY,1,0,1,0,1,D,Mohawk Valley Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-07-27,Private,NY,1,0,1,0,0,D,Molloy College,https://www.molloy.edu/molloy-life/student-health-and-wellness/coronavirus-updates/vaccination-guidelines-for-employees
2021-08-26,Private,IL,1,0,1,0,0,D,Monmouth College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-06-14,Private,NJ,1,0,1,0,0,D,Monmouth University,https://www.monmouth.edu/covid-19/fall-2021-healthcare-protocols/
2021-05-10,Public,NY,1,0,1,0,1,D,Monroe Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-04-22,Public,NJ,1,0,1,0,1,D,Montclair State University,https://www.montclair.edu/redhawk-restart/2021/04/22/important-news-about-covid-19-vaccines/
,Public,MD,1,0,1,0,1,D,Montgomery College,https://www.montgomerycollege.edu/return-to-campus/vaccines.html
2021-08-26,Private,IL,1,0,1,0,0,D,Moody Bible Institute,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,Moraine Valley Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-04-19,Private,GA,1,0,1,0,0,D,Morehouse College,https://www.ajc.com/education/emory-and-atlantas-to-require-students-get-covid-19-vaccine/4M3BJZVT5JFVJC6HVB6VGFX5OI/
2021-08-10,Public,CA,1,0,1,0,0,D,Moreno Valley College,https://www.rccd.edu/news/Pages/RCCD-Trustees-Mandate-COVID-Vaccinations.aspx
2021-04-23,Public,MD,1,0,1,0,0,D,Morgan State University,https://twitter.com/morganpres/status/1385566447619952643
2021-05-17,Private,GA,1,0,1,0,0,D,Morris Brown College,https://morrisbrown.edu/vaccine-announcement/
2021-08-26,Private,IL,1,0,1,0,0,D,Morrison Institute of Technology,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,Morton College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-04-23,Private,MA,1,0,1,0,0,D,Mount Holyoke College,https://www.mtholyoke.edu/president/covid-19-vaccination-mandate-employees
