announceDate,type,State,allEmployees,someEmployees,allStudents,resStudentsOnly,boosterRequired,statePol2020,school,url
2021-05-06,Private,VT,0,0,1,0,0,D,Champlain College ,https://view.champlain.edu/may-6-2021-covid-19-update/
,Private,CA,1,0,1,0,0,D,Chapman University,https://www.chapman.edu/admission/undergraduate/visit/campus.aspx
,Private,CA,0,0,1,0,0,D,Charles R Drew University of Medicine and Science,https://www.cdrewu.edu/Return-to-Campus/Vaccination-Exemption-Forms
2021-08-20,For-profit,WA,1,0,0,0,0,D,Charter College,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-06-25,Public,CT,0,0,1,0,0,D,Charter Oak State College,https://www.ct.edu/covid19#faqs
,Private,PA,1,0,1,0,0,D,Chatham University,https://www.chatham.edu/covid-19/vaccine-info/vaccine-requirements.html
,Private,PA,1,0,1,0,0,D,Chestnut Hill College,https://www.chc.edu/vaccination-policy
2021-08-26,Private,IL,1,0,1,0,0,D,Chicago School of Professional Psychology at Chicago,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-04,Public,IL,1,0,1,0,0,D,Chicago State University,https://www.csu.edu/covid19updates/
2021-08-26,Private,IL,1,0,1,0,0,D,Chicago Theological Seminary,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-06-28,Private,TN,1,0,1,0,0,R,Christian Brothers University,https://www.cbu.edu/coronavirus/
2021-05-27,Public,VA,0,0,1,0,0,D,Christopher Newport University,https://cnu.edu/news/2021/05/27-cnu-vaccines/#.YLetH7RKj9F
2021-08-26,Public,IL,1,0,1,0,0,D,City Colleges of Chicago-Harold Washington College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,City Colleges of Chicago-Harry S. Truman College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,City Colleges of Chicago-Kennedy-King College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,City Colleges of Chicago-Malcolm X College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,City Colleges of Chicago-Olive-Harvey College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,City Colleges of Chicago-Richard J. Daley College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Public,IL,1,0,1,0,0,D,City Colleges of Chicago-Wilbur Wright College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-20,Private,WA,1,0,0,0,0,D,City University of Seattle,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
,Private,SC,1,0,1,0,0,R,Claflin University,https://www.claflin.edu/news-events/the-panther/vaccine-mandate-in-place-for-homecoming-spring-semester
2021-05-06,Private,CA,1,0,1,0,0,D,Claremont Graduate University,https://info.cgu.edu/emergency/office-of-the-president-cgu-return-to-campus-update/
2021-04-08,Private,CA,0,0,1,0,0,D,Claremont McKenna College,https://cmc-returns21.cmc.edu/presidents-message/
2021-04-19,Private,GA,1,0,1,0,0,D,Clark Atlanta University,https://www.ajc.com/education/emory-and-atlantas-to-require-students-get-covid-19-vaccine/4M3BJZVT5JFVJC6HVB6VGFX5OI/
2021-08-20,Public,WA,1,0,0,0,0,D,Clark College,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-05-20,Private,MA,1,0,1,0,0,D,Clark University,https://www.clarku.edu/offices/president/2021/05/20/covid-19-vaccine-requirement/
2021-05-11,Private,NY,1,0,1,0,0,D,Clarkson University,https://announcements.clarkson.edu/2021/05/11/covid-19-read-act-for-safest-learning-living-community-vaccination-required-for-all-employees-students/
,Private,OH,1,0,1,0,1,R,Cleveland Institute of Art,https://www.cia.edu/files/resources/covid-relatedmandatesandupdatesforfall2021semester.pdf
2021-04-01,Public,OH,0,0,0,1,0,R,Cleveland State University,https://www.csuohio.edu/news/cleveland-state-university-welcome-all-students-back-campus-for-fall-2021
2021-05-10,Public,NY,1,0,1,0,1,D,Clinton Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-08-20,Public,WA,1,0,0,0,0,D,Clover Park Technical College,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-08-24,Public,CA,1,0,1,0,0,D,Coastline College,https://www.cccd.edu/aboutus/novelcoronavirus/index.cfm
2021-07-08,Private,ME,1,0,1,0,0,D,Colby College,https://covid19.colby.edu/2021/07/08/vaccination-update/
2021-05-26,Private,NH,1,0,1,0,0,D,Colby-Sawyer College,https://colby-sawyer.edu/news/vaccination-policy
2021-05-05,Private,NY,1,0,1,0,0,D,Colgate University,https://www.colgate.edu/colgate-together/university-policies-during-covid-19/vaccination-policy
,Private,MI,1,0,1,0,0,D,College for Creative Studies,https://www.collegeforcreativestudies.edu/health-safety/
2021-08-05,Public,CA,1,0,1,0,0,D,College of Alameda,https://safe.peralta.edu/updates/campusstatus8-3-21
,Public,IL,1,0,1,0,0,D,College of DuPage,https://www.cod.edu/about/office_of_the_president/index.aspx
2021-08-26,Public,IL,1,0,1,0,0,D,College of Lake County,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
,Private,NY,1,0,1,0,0,D,College of Mount Saint Vincent,https://mountsaintvincent.edu/covid-19-resources/information-on-coronavirus-covid-19/
2021-08-04,Private,MN,1,0,1,0,1,D,College of Saint Benedict,https://www.csbsju.edu/covid-19/campus-communications/080421-vaccination-requirement
2021-08-18,Private,NY,1,0,1,0,0,D,College of Saint Rose,https://www.strose.edu/2021/08/18/new-vaccine-requirement-with-september-9-deadline/
,Public,MD,1,0,1,0,0,D,College of Southern Maryland,https://www.csmd.edu/ready/covid-19/vaccine-requirement.html
2021-08-20,Public,NV,1,0,0,0,0,D,College of Southern Nevada,https://www.unlv.edu/news-story/nevada-state-board-health-approves-covid-19-vaccination-requirement-students
2021-05-10,Public,NY,1,0,1,0,1,D,College of Staten Island CUNY,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-08-27,For-profit,NY,0,0,1,0,0,D,College of Westchester,https://www.cw.edu/blog/2021/08/27/message-president-august-27-2021
2021-04-19,Private,ME,1,0,1,0,0,D,College of the Atlantic,https://www.wabi.tv/2021/04/19/college-of-atlantic-to-require-all-on-campus-students-staff-to-be-vaccinated-next-fall/
2021-04-27,Private,MA,1,0,1,0,0,D,College of the Holy Cross,https://www.holycross.edu/2019-novel-coronavirus-covid-19-information/communications/2021-04-27-vaccinations-fall-return
2021-04-26,Private,CO,1,0,1,0,1,D,Colorado College,https://us8.campaign-archive.com/?u=a2ffa14c4a3c79ddcc1b20faa&id=a91e17a99a
2021-06-07,Public,CO,1,0,1,0,0,D,Colorado School of Mines,https://www.mines.edu/emergency/update-on-covid-19-vaccination-plan-for-fall-2021/
2021-04-28,Public,CO,1,0,1,0,1,D,Colorado State University at Fort Collins,https://csusystem.edu/csu-system-announces-covid-vaccine-requirement-for-fall-2021/
2021-04-28,Public,CO,1,0,1,0,1,D,Colorado State University at Pueblo,https://csusystem.edu/csu-system-announces-covid-vaccine-requirement-for-fall-2021/
2021-08-20,Public,WA,1,0,1,0,0,D,Columbia Basin College,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-04-19,Private,IL,1,0,1,0,0,D,Columbia College Chicago,https://www.colum.edu/reopening/vaccinations
,Private,GA,1,0,0,0,0,D,Columbia Theological Seminary,http://www.ctsnet.edu/wp-content/uploads/2021/07/COVID-19-Vaccination-Policy.pdf
2021-04-19,Private,NY,1,0,1,0,1,D,Columbia University,https://covid19.columbia.edu/news/fall-2021-vaccine-policy-update
2021-05-10,Public,NY,1,0,1,0,1,D,Columbia-Greene Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-09-01,Private,OH,1,0,1,0,0,R,Columbus College of Art and Design,https://www.ccad.edu/publichealth
2021-08-19,Public,PA,1,0,1,0,0,D,Community College of Philadelphia,https://www.myccp.online/coronavirus
2021-08-26,Private,IL,1,0,1,0,0,D,Concordia University at Chicago,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-05-12,Private,CT,0,0,1,0,0,D,Connecticut College,https://www.conncoll.edu/campus-life/student-health-services/coronavirus/coronavirus-communications/students/student-vaccination-requirement-may-12-2021/
,Private,NY,1,0,1,0,0,D,Cooper Union for the Advancement of Science and Art,https://cooper.edu/about/president/sparks/messages/vaccine-requirements-2021-2022
2021-04-23,Public,MD,1,0,1,0,0,D,Coppin State University,https://www.usmd.edu/newsroom/news/2154
2021-04-02,Private,NY,1,0,1,0,1,D,Cornell University,https://news.cornell.edu/stories/2021/04/cornell-releases-plans-fall-return-campus
2021-08-20,Private,WA,1,0,0,0,0,D,Cornish College of the Arts,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-08-03,Public,CA,1,0,1,0,0,D,Cosumnes River College,https://losrios.edu/campus-life/news/los-rios-to-implement-covid-19-vaccine-requirement
2021-08-26,For-profit,IL,1,0,1,0,0,D,Coyne College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-05-26,Private,NE,1,0,1,0,0,R,Creighton University,https://www.creighton.edu/office-president/messages-campus/spring-2021/may-26-2021
,Public,CA,1,0,1,0,0,D,Cuesta College,https://www.cuesta.edu/about/depts/marketing/covid-19-communications/email/08-26-21-email-from-president.html
,Private,NY,1,0,1,0,0,D,Culinary Institute of America in New York,https://www.ciachef.edu/ny-fall-accepted-students-faqs/
,Private,MO,0,0,1,0,0,R,Culver-Stockton College,https://culver.edu/about/covid-information/
2021-05-06,Private,MA,1,0,1,0,0,D,Curry College,https://www.curry.edu/about-us/community-resources/employment/return-to-campus-communications
,Public,CA,0,0,1,0,0,D,Cuyamaca College,https://www.gcccd.edu/vaccine.html
2021-08-24,Public,CA,1,0,1,0,0,D,Cypress College,https://noce.edu/wp-content/uploads/2021/08/8.26.2021-COVID-19-Vaccination-Mandate-accessible.pdf
2021-08-26,Public,IL,1,0,1,0,0,D,Danville Area Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-04-14,Private,NH,1,0,1,0,1,D,Dartmouth College,https://www.thedartmouth.com/article/2021/04/college-will-require-vaccination-to-return-this-fall
2021-08-26,Private,NC,1,0,1,0,1,R,Davidson College,https://www.davidson.edu/fall-2021-spring-2022/community-messages/august-2021#section-13445
,Public,CA,1,0,1,0,0,D,De Anza College,https://go.boarddocs.com/ca/fhda/Board.nsf/files/C5BVBY800409/$file/Draft_BP%203507%20COVID-19%20Vaccination%20Interim%20Policy_new.pdf
2021-04-21,Private,IL,1,0,1,0,0,D,DePaul University,https://resources.depaul.edu/coronavirus/updates/Pages/4-21-student-vaccine-update.aspx
2021-04-26,Private,IN,0,0,1,0,0,R,DePauw University,https://www.depauw.edu/coronavirus/qa-about-covid-19/#fall2021
2021-08-26,For-profit,IL,1,0,1,0,0,D,DeVry University in Illinois,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
,Private,MA,1,0,1,0,0,D,Dean College,https://www.dean.edu/covid-19/fall-semester-2021/
,Private,DE,1,0,1,0,0,D,Delaware College of Art and Design,https://dcad.edu/coronavirus/
,Public,PA,1,0,1,0,0,D,Delaware County Community College,https://www.dccc.edu/vaccine-info
,Public,DE,0,0,1,0,0,D,Delaware State University,https://www.desu.edu/student-life/campus-health-services/coronavirus/covid-vaccine-updates
2021-08-25,Public,LA,0,0,1,0,0,R,Delgado Community College,https://www.katc.com/news/covering-louisiana/regents-updates-on-louisiana-higher-ed-vaccine-mandates
2021-05-24,Private,OH,0,0,1,0,0,R,Denison University,https://denison.edu/campus/covid19/wh/142559
2021-04-30,Private,PA,1,0,1,0,1,D,Dickinson College,https://www.dickinson.edu/info/20043/about/4094/dickinson_college_updates_on_spring_2021/23
2021-04-23,For-profit,WA,1,0,1,0,0,D,DigiPen Institute of Technology,https://www.digipen.edu/about/digipen-covid-19-updates
,Private,LA,0,0,1,0,0,R,Dillard University,https://www.dillard.edu/covid-19/fall2021.php
2021-08-26,Public,AZ,0,0,0,1,0,D,Diné College,https://www.dinecollege.edu/dine-college-students/
,Private,NE,0,0,1,0,0,R,Doane University,https://www.doane.edu/covid19-tigers-together
,Private,NY,1,0,1,0,0,D,Dominican College of Blauvelt,https://www.dc.edu/fall-21-covid-policies/
2021-05-14,Private,IL,1,0,1,0,0,D,Dominican University,https://www.dom.edu/vaccine-requirement
2021-04-29,Private,CA,0,0,1,0,0,D,Dominican University of California,https://www.dominican.edu/fall-2021-campus-health-and-safety
2021-04-26,Private,NJ,0,0,1,0,0,D,Drew University,http://www.drew.edu/stories/2021/04/26/drew-university-announces-vaccine-requirement-for-2021-22-academic-year/
2021-04-20,Private,PA,1,0,1,0,0,D,Drexel University,https://drexel.edu/coronavirus/health-safety/COVID-19-vaccination/
2021-04-09,Private,NC,1,0,1,0,1,R,Duke University,https://today.duke.edu/2021/04/student-vaccination-requirements-fall-semester
2021-06-03,Private,PA,1,0,1,0,0,D,Duquesne University,https://www.duq.edu/news/releases/covid-19-vaccine-will-be-required-for-all-students-at-duquesne-university
2021-05-10,Public,NY,1,0,1,0,1,D,Dutchess Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-05-27,Private,IN,1,0,1,0,0,R,Earlham College,https://earlham.edu/coronavirus/#latest
2021-10-25,Public,NC,0,1,0,0,0,R,East Carolina University,https://news.ecu.edu/2021/10/25/federal-contractor-vaccine-mandate/
2021-08-26,Private,IL,1,0,1,0,0,D,East-West University,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-06-25,Public,CT,0,0,1,0,0,D,Eastern Connecticut State University,https://www.ct.edu/covid19#faqs
2021-08-26,Public,IL,1,0,1,0,0,D,Eastern Illinois University,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-12,Public,ME,0,0,1,0,1,D,Eastern Maine Community College,https://www.mccs.me.edu/covid-19/vaccine-protocol/
,Private,VA,0,0,1,0,0,D,Eastern Mennonite University,https://emu.edu/coronavirus/vaccination
2021-06-07,Private,MA,0,0,1,0,0,D,Eastern Nazarene College,https://enc.edu/covid-19-update/covid-19-vaccination-requirements/
2021-06-03,Public,OR,1,0,1,0,0,D,Eastern Oregon University,https://www.eou.edu/news-press/eou-will-require-covid-19-vaccinations-for-fall-2021/
2021-06-03,Public,WA,1,0,1,0,0,D,Eastern Washington University,https://inside.ewu.edu/news/featured/ewu-adds-vaccination-requirement/
2021-08-20,Public,WA,1,0,0,0,0,D,Edmonds Community College,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-08-26,Public,IL,1,0,1,0,0,D,Elgin Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
,Private,IL,1,0,1,0,0,D,Elmhurst University,https://www.elmhurst.edu/covid-19-updates/vaccine-requirement-faq/
2021-05-07,Private,MA,0,0,1,0,0,D,Elms College,https://www.elms.edu/elms-safe/letter-from-the-president/
2021-06-17,Private,NC,0,0,1,0,0,R,Elon University,https://www.elon.edu/u/news/2021/06/17/elon-announces-vaccination-policies-for-2021-2022/
2021-04-21,Private,MA,1,0,1,0,1,D,Emerson College,https://today.emerson.edu/2021/04/21/update-on-fall-2021-term-planning/
2021-05-03,Private,MA,0,0,1,0,0,D,Emmanuel College,https://www.emmanuel.edu/forward/announcements/message-from-the-president-concerning-student-vaccinations-for-fall-2021.html
2021-04-19,Private,GA,1,0,1,0,1,D,Emory University,https://twitter.com/gregfenves/status/1384176713593094144?s=21
2021-05-29,Private,MA,1,0,1,0,1,D,Endicott College,https://www.endicott.edu/news-events/covid-19-policy-and-procedures
2021-04-20,Private,TX,1,0,1,0,0,R,Episcopal Theological Seminary of the Southwest,http://ssw.edu/wp-content/uploads/2021/04/Vaccination-Policy_4_20_21.pdf
2021-05-10,Public,NY,1,0,1,0,1,D,Erie Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-08-26,Private,IL,1,0,1,0,0,D,Erikson Institute,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-03,Public,NJ,1,0,1,0,0,D,Essex County College,https://www.essex.edu/wp-content/uploads/2021/08/FINAL-Restart-Plan-2.0_.pdf
2021-08-26,Private,IL,1,0,1,0,0,D,Eureka College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-05-06,Public,WA,1,0,1,0,0,D,Evergreen State College,https://www.evergreen.edu/news/post/2021/fall-2021-evergreen-requires-covid-19-vaccine
2021-04-15,Private,NJ,1,0,1,0,0,D,Fairleigh Dickinson University,https://www.fdu.edu/coronavirus-update/
2021-08-20,Private,WA,1,0,0,0,0,D,Faith International University,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-05-10,Public,NY,1,0,1,0,1,D,Farmingdale State College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-05-10,Public,NY,1,0,1,0,1,D,Fashion Institute of Technology,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-07-15,Private,NJ,1,0,1,0,0,D,Felician University,https://felician.edu/vaccination/
2021-05-10,Public,NY,1,0,1,0,1,D,Finger Lakes Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-04-26,Public,MA,0,0,1,0,0,D,Fitchburg State University,https://www.salemstate.edu/news/fall-2021-semester-covid-19-vaccine-requirement-apr-26-2021
2021-04-28,For-profit,NY,1,0,1,0,0,D,Five Towns College,Five Towns College
2021-08-25,Public,LA,0,0,1,0,0,R,Fletcher Technical Community College,https://www.katc.com/news/covering-louisiana/regents-updates-on-louisiana-higher-ed-vaccine-mandates
2021-08-03,Public,CA,1,0,1,0,0,D,Folsom Lake College,https://losrios.edu/campus-life/news/los-rios-to-implement-covid-19-vaccine-requirement
,Public,CA,1,0,1,0,0,D,Foothill College,https://go.boarddocs.com/ca/fhda/Board.nsf/files/C5BVBY800409/$file/Draft_BP%203507%20COVID-19%20Vaccination%20Interim%20Policy_new.pdf
2021-04-16,Private,NY,1,0,1,0,1,D,Fordham University,https://bronx.news12.com/fordham-university-to-require-all-students-to-be-vaccinated-by-start-of-fall-semester
2021-04-15,Public,CO,0,0,1,0,0,D,Fort Lewis College,https://www.fortlewis.edu/life-at-flc/health-safety/coronavirus-covid-19/covid-19-updates/update-details/policy-for-vaccine-requirement
2021-08-26,For-profit,IL,1,0,1,0,0,D,Fox College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-04-26,Public,MA,0,0,1,0,0,D,Framingham State University,https://www.salemstate.edu/news/fall-2021-semester-covid-19-vaccine-requirement-apr-26-2021
2021-05-18,Private,PA,1,0,1,0,1,D,Franklin & Marshall College,https://www.fandm.edu/pandemicoperations/health-safety/covid-19-vaccine-information
,Private,NH,0,0,1,0,0,D,Franklin Pierce University,https://www.franklinpierce.edu/Fall_2021/vac-comm.htm
,Private,CA,0,0,0,1,0,D,Fresno Pacific University,https://news.fresno.edu/coronavirus-covid-19-news-and-information
2021-08-26,Public,IL,1,0,1,0,0,D,Frontier Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-04-23,Public,MD,1,0,1,0,0,D,Frostburg State University,https://www.usmd.edu/newsroom/news/2154
2021-08-24,Public,CA,1,0,1,0,0,D,Fullerton College,https://noce.edu/wp-content/uploads/2021/08/8.26.2021-COVID-19-Vaccination-Mandate-accessible.pdf
2021-05-10,Public,NY,1,0,1,0,1,D,Fulton-Montgomery Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-06-01,Private,SC,0,0,1,0,0,R,Furman University,https://www.furman.edu/furman-focused/campus-communications/june-1-2021/
2021-05-17,Private,DC,1,0,1,0,0,D,Gallaudet University,https://us3.campaign-archive.com/?u=1f4f6deee1b97fac6e5179a64&id=812895101c
2021-08-26,Private,IL,1,0,1,0,0,D,Garrett-Evangelical Theological Seminary,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-06-25,Public,CT,0,0,1,0,0,D,Gateway Community College,https://www.ct.edu/covid19#faqs
2021-05-10,Public,NY,1,0,1,0,1,D,Genesee Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
,Public,VA,0,0,1,0,0,D,George Mason University,https://www2.gmu.edu/safe-return-campus/vaccination-policy
2021-04-19,Private,DC,1,0,1,0,1,D,George Washington University,https://coronavirus.gwu.edu/important-covid-19-vaccine-update
2021-04-14,Private,DC,1,0,1,0,1,D,Georgetown University,https://president.georgetown.edu/vaccine-update-for-students-april-2021
2021-10-26,Public,GA,0,1,0,0,0,D,Georgia Institute of Technology,http://health.gatech.edu/coronavirus/institute-operations
2021-04-23,Private,NJ,0,0,1,0,0,D,Georgian Court University,https://georgian.edu/health-services/coronavirus/
2021-05-20,Private,PA,0,0,1,0,0,D,Gettysburg College,https://www.gettysburg.edu/opening/messages/20210520-student-vaccinations
2021-06-18,Private,NY,1,0,0,1,0,D,Glasgow Caledonian New York College,https://www.gcnyc.com/important-announcement-regarding-trimester-a-2/
2021-06-17,Private,CA,1,0,1,0,0,D,Golden Gate University,https://newsroom.ggu.edu/press-releases/mandatory-covid-19-vaccinations/
2021-08-24,Public,CA,1,0,1,0,0,D,Golden West College,https://www.cccd.edu/aboutus/novelcoronavirus/index.cfm
,Private,DE,0,0,1,0,0,D,Goldey-Beacom College,https://www.gbc.edu/covid/GeneralFAQ.html
2021-06-10,Private,WA,1,0,1,0,0,D,Gonzaga University,https://gonzaga.campusesp.com/posts/997
2021-05-14,Private,IN,0,0,1,0,0,R,Goshen College,https://www.goshen.edu/emergency/coronavirus/updates-archive/#section-1
2021-05-14,Private,MD,1,0,1,0,1,D,Goucher College,https://www.goucher.edu/return-to-campus/updates/2021-05-14-returning-to-campus-in-the-fall
2021-08-26,Public,IL,1,0,1,0,0,D,Governors State University,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-23,Public,LA,0,0,1,0,0,R,Grambling State University,https://www.klfy.com/health/coronavirus/university-of-louisiana-system-will-require-student-covid-19-vaccinations/
2021-08-06,Public,MI,1,0,1,0,0,D,Grand Valley State University,https://www.gvsu.edu/president/messages-40.htm
2021-08-20,Public,WA,1,0,0,0,0,D,Grays Harbor College,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-08-20,Public,NV,1,0,0,0,0,D,Great Basin College,https://www.unlv.edu/news-story/nevada-state-board-health-approves-covid-19-vaccination-requirement-students
2021-08-20,Public,WA,1,0,0,0,0,D,Green River College,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-09-20,Public,MA,1,0,1,0,0,D,Greenfield Community College,https://masscc.org/massachusetts-community-colleges-announce-vaccine-requirement/
2021-08-26,Private,IL,1,0,1,0,0,D,Greenville University,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-04-14,Private,IA,1,0,1,0,0,R,Grinnell College,https://www.grinnell.edu/news/covid-19-vaccination-required-students-beginning-fall-2021
,Public,CA,0,0,1,0,0,D,Grossmont College,https://www.gcccd.edu/vaccine.html
2021-08-31,Private,NC,1,0,1,0,0,R,Guilford College,https://www.guilford.edu/news/2021/08/guilford-college-covid-19-vaccination-mandate
2021-05-18,Private,MN,0,0,1,0,0,D,Gustavus Adolphus College,https://health.blog.gustavus.edu/2021/05/18/covid-19-policy-changes-student-vaccine-requirement-for-fall-2021/
2021-04-30,Private,PA,1,0,1,0,0,D,Gwynedd Mercy University,https://www.gmercyu.edu/griffins-den/news/covid-19-vaccination-requirement-fall
2021-04-26,Private,NY,1,0,1,0,0,D,Hamilton College,https://www.hamilton.edu/covid19-information/community-notices/p/planning-for-fall-2021/view
,Private,MN,1,0,1,0,0,D,Hamline University,https://www.hamline.edu/news/2021/07/VaccineUpdate/
2021-04-22,Private,MA,1,0,1,0,1,D,Hampshire College,https://www.hampshire.edu/news/2021/04/22/hampshire-college-will-require-all-students-to-be-vaccinated-for-fall-2021-semester
2021-04-08,Private,VA,1,0,1,0,0,D,Hampton University,http://docs.hamptonu.edu/student/20210414123904-13399-new_student_revised_letter.pdf_20210416112456.pdf
2021-05-19,Private,NY,1,0,1,0,0,D,Hartwick College,https://www.hartwick.edu/news/hartwick-college-to-require-covid-19-vaccines-for-fall-2021/
2021-05-05,Private,MA,1,0,1,0,1,D,Harvard University,https://www.harvard.edu/president/news/2021/covid-19-updates-and-vaccination-at-harvard/
2021-04-19,Private,CA,1,0,1,0,0,D,Harvey Mudd College,https://www.hmc.edu/coronavirus-information/2021/04/19/covid-19-vaccination-policy/
2021-04-28,Private,PA,1,0,1,0,1,D,Haverford College,https://www.brynmawr.edu/news/message-bico-community-covid-vaccinations-be-required-students-fall-2021
2021-05-17,Public,HI,0,0,1,0,0,D,Hawaii Community College,https://www.hawaii.edu/news/2021/05/17/uh-to-require-covid-19-vaccination/
2021-08-26,Public,IL,1,0,1,0,0,D,Heartland Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-08-26,Private,IL,1,0,1,0,0,D,Hebrew Theological College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-10-07,Private,OH,1,0,1,0,0,R,Heidelberg University,https://www.heidelberg.edu/sites/default/files/10.07.2021%20-%20Heidelberg%20University%20COVID-19%20Mandatory%20Vaccine%20Policy%20Announcement.pdf
2021-08-20,Private,WA,1,0,0,0,0,D,Heritage University,https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf
2021-05-10,Public,NY,1,0,1,0,1,D,Herkimer County Community College,https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20
2021-08-26,Public,IL,1,0,1,0,0,D,Highland Community College,https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html
2021-07-22,Public,WA,1,0,1,0,0,D,Highline College,https://www.highline.edu/covid19/#returnmessage-july
2021-06-21,Private,NY,1,0,1,0,0,D,Hilbert College,https://www.hilbert.edu/news/2021/06/21/hilbert-college-announces-vaccination-requirement-for-fall-2021
2021-08-23,Private,NY,1,0,1,0,1,D,Hobart and William Smith Colleges,https://www2.hws.edu/vaccinations-and-covid-cases/
2021-05-10,Private,NY,1,0,1,0,1,D,Hofstra University,https://www.hofstra.edu/together-again/vaccination.html
2021-05-03,Private,VA,1,0,1,0,0,D,Hollins University,https://hollins.edu/news/hollins-anticipates-the-beginning-of-a-return-to-normal-in-fall-2021/
2021-04-14,Private,IN,0,0,1,0,0,R,Holy Cross College,https://ndsmcobserver.com/2021/04/holy-cross-college-to-require-covid-19-vaccination-for-student-enrollment-in-2021-2022-academic-year/
,Private,PA,1,0,1,0,0,D,Holy Family University,https://myemail.constantcontact.com/Update-on-Vaccinations.html?soid=1114009586391&aid=VX1KcLzBubs
2021-04-28,Private,CA,1,0,1,0,0,D,Holy Names University,https://hnu.edu/news/message-about-coronavirus-prevention-and-preparation-2/
2021-09-20,Public,MA,1,0,1,0,0,D,Holyoke Community College,https://masscc.org/massachusetts-community-colleges-announce-vaccine-requirement/
2021-05-17,Public,HI,0,0,1,0,0,D,Honolulu Community College,https://www.hawaii.edu/news/2021/05/17/uh-to-require-covid-19-vaccination/
2021-06-04,Private,MD,1,0,1,0,1,D,Hood College,https://www.hood.edu/discover/welcome-home-blazers/communications-updates
